id_local,id_distrito_local,desc_distrito_local,id_barrio_local,desc_barrio_local,cod_barrio_local,id_seccion_censal_local,desc_seccion_censal_local,coordenada_x_local,coordenada_y_local,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,id_ndp_edificio,id_clase_ndp_edificio,nom_edificio,num_edificio,cal_edificio,secuencial_local_PC,id_vial_acceso,clase_vial_acceso,desc_vial_acceso,id_ndp_acceso,id_clase_ndp_acceso,nom_acceso,num_acceso,cal_acceso,coordenada_x_agrupacion,coordenada_y_agrupacion,id_agrupacion,nombre_agrupacion,id_tipo_agrup,desc_tipo_agrup,id_planta_agrupado,id_local_agrupado,rotulo,id_seccion,desc_seccion,id_division,desc_division,id_epigrafe,desc_epigrafe,fx_carga,calle_norm,numero_norm,clave_cruce,lat_censo,lon_censo
270043214,1.0,CENTRO              ,103.0,CORTES              ,3.0,1067.0,67,440598.59,4473922.53,1,Puerta Calle,1,Abierto,369000.0,CALLE                   ,HUERTAS                                           ,11003684,1,NUM,18.0,  ,10,369000.0,CALLE                   ,HUERTAS                                           ,11003684.0,1.0,NUM,18.0,  ,,,,,,,1,01,RESTAURANTE  CASA ALBERTO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,HUERTAS,18,HUERTAS|18,40.41380554386957,-3.7001370197827392
270043337,1.0,CENTRO              ,103.0,CORTES              ,3.0,1068.0,68,440730.59,4473996.52,1,Puerta Calle,1,Abierto,168100.0,CALLE                   ,CERVANTES                                         ,11003746,1,NUM,1.0,  ,20,435300.0,CALLE                   ,LEON                                              ,11003747.0,1.0,NUM,5.0,  ,,,,,,,1,02,DF BAR,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,CERVANTES,1,CERVANTES|1,40.41448149198582,-3.698588199815437
270044537,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1073.0,73,440990.59,4474811.52,1,Puerta Calle,1,Abierto,94000.0,CALLE                   ,BARQUILLO                                         ,11004211,1,NUM,20.0,  ,10,94000.0,CALLE                   ,BARQUILLO                                         ,11004211.0,1.0,NUM,20.0,  ,,,,,,,1,IZ,CAFETERIA ROCAFRIA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,BARQUILLO,20,BARQUILLO|20,40.421841881666715,-3.6955994960788803
270044613,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1073.0,73,441154.59,4474936.52,1,Puerta Calle,1,Abierto,485700.0,CALLE                   ,MARQUES DE MONASTERIO                             ,11004227,1,NUM,6.0,  ,20,485700.0,CALLE                   ,MARQUES DE MONASTERIO                             ,11004227.0,1.0,NUM,6.0,  ,,,,,,,1, ,HERMANAS ARCE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,MARQUES DE MONASTERIO,6,MARQUES DE MONASTERIO|6,40.42297955634697,-3.693677975406605
270044713,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1074.0,74,440781.59,4474744.53,1,Puerta Calle,1,Abierto,92600.0,CALLE                   ,BARBIERI                                          ,11004270,1,NUM,12.0,  ,10,92600.0,CALLE                   ,BARBIERI                                          ,11004270.0,1.0,NUM,12.0,  ,,,,,,,1,DR,RESTAURANTE SALVADOR,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,BARBIERI,12,BARBIERI|12,40.42122355574456,-3.6980567646877804
270044721,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1074.0,74,440833.59,4474708.52,1,Puerta Calle,1,Abierto,437400.0,CALLE                   ,LIBERTAD                                          ,11004275,1,NUM,13.0,  ,20,437400.0,CALLE                   ,LIBERTAD                                          ,11004275.0,1.0,NUM,13.0,  ,,,,,,,1,IZ,RESTAURANTE LIBANÉS SOLIDERE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,LIBERTAD,13,LIBERTAD|13,40.420902859619595,-3.6974404901925593
270044771,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1074.0,74,440840.59,4474660.52,1,Puerta Calle,1,Abierto,437400.0,CALLE                   ,LIBERTAD                                          ,11004286,1,NUM,6.0,  ,40,437400.0,CALLE                   ,LIBERTAD                                          ,11004286.0,1.0,NUM,6.0,  ,,,,,,,1,01,BAR BOCAITO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,LIBERTAD,6,LIBERTAD|6,40.420470950411975,-3.6973535164149767
270044896,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1074.0,74,440722.59,4474605.53,1,Puerta Calle,1,Abierto,635000.0,CALLE                   ,REINA                                             ,11004341,1,NUM,29.0,  ,10,635000.0,CALLE                   ,REINA                                             ,11004341.0,1.0,NUM,29.0,  ,,,,,,,1,CT,LA BARRACA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,REINA,29,REINA|29,40.419967176737494,-3.698739241839818
270044930,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1074.0,74,440799.59,4474581.52,1,Puerta Calle,1,Abierto,635000.0,CALLE                   ,REINA                                             ,11004350,1,NUM,37.0,  ,10,635000.0,CALLE                   ,REINA                                             ,11004350.0,1.0,NUM,37.0,  ,,,,,,,1,IZ,MARU,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,REINA,37,REINA|37,40.41975636478662,-3.6978294244831353
270043413,1.0,CENTRO              ,103.0,CORTES              ,3.0,1069.0,69,440386.59,4473997.53,1,Puerta Calle,1,Abierto,48800.0,PLAZA                   ,ANGEL                                             ,11003787,1,NUM,2.0,  ,20,48800.0,PLAZA                   ,ANGEL                                             ,11003787.0,1.0,NUM,2.0,  ,,,,,,,1,02,RESTAURANTE MESON CARDEÑA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,ANGEL,2,ANGEL|2,40.41446602236625,-3.702642616114169
270045288,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1076.0,76,440647.59,4474849.53,1,Puerta Calle,1,Abierto,365400.0,CALLE                   ,HORTALEZA                                         ,11004507,1,NUM,42.0,  ,10,365400.0,CALLE                   ,HORTALEZA                                         ,11004507.0,1.0,NUM,42.0,  ,,,,,,,1,DR,BOSFOROS_TURKLAH KEBAB,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,HORTALEZA,42,HORTALEZA|42,40.42215989792693,-3.699646022654071
270045389,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1076.0,76,440729.59,4474764.53,1,Puerta Calle,1,Abierto,661100.0,CALLE                   ,SAN BARTOLOME                                     ,11004565,1,NUM,4.0,  ,10,661100.0,CALLE                   ,SAN BARTOLOME                                     ,11004565.0,1.0,NUM,4.0,  ,,,,,,,1, ,ENTRE SANTOS,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN BARTOLOME,4,SAN BARTOLOME|4,40.4214000228558,-3.6986715528512346
270045424,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1076.0,76,440762.59,4474752.53,1,Puerta Calle,1,Abierto,677800.0,CALLE                   ,SAN MARCOS                                        ,11004580,1,NUM,26.0,  ,10,677800.0,CALLE                   ,SAN MARCOS                                        ,11004580.0,1.0,NUM,26.0,  ,,,,,,,1,01,HOME BURGUER BAR,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN MARCOS,26,SAN MARCOS|26,40.42129427113118,-3.698281462944333
270045434,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1077.0,77,440858.59,4474868.52,1,Puerta Calle,1,Abierto,437400.0,CALLE                   ,LIBERTAD                                          ,11004587,1,NUM,33.0,  ,20,437400.0,CALLE                   ,LIBERTAD                                          ,11004587.0,1.0,NUM,33.0,  ,,,,,,,1,B,LA PANZA ES PRIMERO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,LIBERTAD,33,LIBERTAD|33,40.42234599306442,-3.697160696383231
270045926,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1081.0,81,440773.59,4474977.53,1,Puerta Calle,1,Abierto,576200.0,CALLE                   ,PELAYO                                            ,11004867,1,NUM,35.0,  ,10,576200.0,CALLE                   ,PELAYO                                            ,11004867.0,1.0,NUM,35.0,  ,,,,,,,1,IZ,RESTAURANTE VEGETARIANO VEGAVIANA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,PELAYO,35,PELAYO|35,40.42332196064125,-3.698172761474491
270043491,1.0,CENTRO              ,103.0,CORTES              ,3.0,1069.0,69,440625.59,4474075.53,1,Puerta Calle,1,Abierto,462700.0,CALLE                   ,MANUEL FERNANDEZ Y GONZALEZ                       ,11003826,1,NUM,7.0,  ,10,462700.0,CALLE                   ,MANUEL FERNANDEZ Y GONZALEZ                       ,11003826.0,1.0,NUM,7.0,  ,,,,,,,1,01,BAR VIVA MADRID,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,MANUEL FERNANDEZ Y GONZALEZ,7,MANUEL FERNANDEZ Y GONZALEZ|7,40.41518576819134,-3.699833085650032
270046174,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1084.0,84,441030.59,4475169.52,1,Puerta Calle,1,Abierto,70000.0,CALLE                   ,ARGENSOLA                                         ,11005009,1,NUM,7.0,  ,10,70000.0,CALLE                   ,ARGENSOLA                                         ,11005009.0,1.0,NUM,7.0,  ,,,,,,,1,IZ,LA TASCA SUPREMA RESTAURANTE VINOS,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,ARGENSOLA,7,ARGENSOLA|7,40.42506975229422,-3.6951612114175663
270046301,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1084.0,84,440929.59,4475286.52,1,Puerta Calle,1,Abierto,699100.0,CALLE                   ,SANTA TERESA                                      ,11005039,1,NUM,4.0,  ,10,699100.0,CALLE                   ,SANTA TERESA                                      ,11005039.0,1.0,NUM,4.0,  ,,,,,,,1,01,MEAT,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,SANTA TERESA,4,SANTA TERESA|4,40.42611657861734,-3.6963626371860654
270046819,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1087.0,87,440989.59,4475306.52,1,Puerta Calle,1,Abierto,129900.0,CALLE                   ,CAMPOAMOR                                         ,11005157,1,NUM,13.0,  ,10,129900.0,CALLE                   ,CAMPOAMOR                                         ,11005157.0,1.0,NUM,13.0,  ,,,,,,,1,01,MAD GRILL,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,CAMPOAMOR,13,CAMPOAMOR|13,40.42630100603971,-3.6956572216774695
270047371,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1089.0,89,440458.6,4475584.53,1,Puerta Calle,1,Abierto,106800.0,GLORIETA                ,BILBAO                                            ,11005282,1,NUM,7.0,  ,10,106800.0,GLORIETA                ,BILBAO                                            ,11005282.0,1.0,NUM,7.0,  ,,,,,,,1,CT,S/R,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561002,RESTAURANTES DE COMIDA RAPIDA,13/09/2026,BILBAO,7,BILBAO|7,40.42876761445223,-3.7019425081024306
270047480,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1089.0,89,440594.59,4475478.53,1,Puerta Calle,1,Abierto,431200.0,CALLE                   ,LARRA                                             ,11005316,1,NUM,13.0,  ,10,431200.0,CALLE                   ,LARRA                                             ,11005316.0,1.0,NUM,13.0,  ,,,,,,,0,01,EL PUCHERO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,LARRA,13,LARRA|13,40.4278224401221,-3.7003295100241016
270047598,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1090.0,90,440378.6,4475558.53,1,Puerta Calle,1,Abierto,467700.0,CALLE                   ,MANUELA MALASAÑA                                  ,11005370,1,NUM,7.0,  ,10,467700.0,CALLE                   ,MANUELA MALASAÑA                                  ,11005370.0,1.0,NUM,7.0,  ,,,,,,,1,IZ,EL PICOTEO DE MALASAÑA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,MANUELA MALASAÑA,7,MANUELA MALASAÑA|7,40.42852766477974,-3.7028831343763677
270047881,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1093.0,93,440289.6,4475429.53,1,Puerta Calle,1,Abierto,251900.0,PLAZA                   ,DOS DE MAYO                                       ,11005468,1,NUM,7.0,  ,20,650900.0,CALLE                   ,RUIZ                                              ,11005469.0,1.0,NUM,2.0,  ,,,,,,,1,C,CABREIRA CERVECERIA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,DOS DE MAYO,7,DOS DE MAYO|7,40.42735919084244,-3.7039201737489384
270048154,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1087.0,87,440955.59,4475369.52,1,Puerta Calle,1,Abierto,692300.0,PLAZA                   ,SANTA BARBARA                                     ,11005154,1,NUM,8.0,  ,10,692300.0,PLAZA                   ,SANTA BARBARA                                     ,11005154.0,1.0,NUM,8.0,  ,,,,,,,1,01,SANTA BARBARA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SANTA BARBARA,8,SANTA BARBARA|8,40.42686612734595,-3.6960638609433314
270043614,1.0,CENTRO              ,103.0,CORTES              ,3.0,1069.0,69,440499.59,4474123.53,1,Puerta Calle,1,Abierto,542700.0,CALLE                   ,NUÑEZ DE ARCE                                     ,11003864,1,NUM,6.0,  ,10,542700.0,CALLE                   ,NUÑEZ DE ARCE                                     ,11003864.0,1.0,NUM,6.0,  ,,,,,,,1,01,TRES BOCAS,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,NUÑEZ DE ARCE,6,NUÑEZ DE ARCE|6,40.41560917670417,-3.7013226041558154
270043724,1.0,CENTRO              ,103.0,CORTES              ,3.0,1072.0,72,440701.59,4474165.53,1,Puerta Calle,1,Abierto,775400.0,CALLE                   ,VENTURA DE LA VEGA                                ,11003935,1,NUM,4.0,  ,10,775400.0,CALLE                   ,VENTURA DE LA VEGA                                ,11003935.0,1.0,NUM,4.0,  ,,,,,,,1,01,RESTAURANTE ARTEMISA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,VENTURA DE LA VEGA,4,VENTURA DE LA VEGA|4,40.41600194999644,-3.6989457433004715
270043814,1.0,CENTRO              ,103.0,CORTES              ,3.0,1071.0,71,441038.59,4474044.52,1,Puerta Calle,1,Abierto,216100.0,PLAZA                   ,CORTES                                            ,11003967,1,NUM,7.0,  ,30,133900.0,PLAZA                   ,CANOVAS DEL CASTILLO                              ,20104764.0,1.0,NUM,5.0,  ,,,,,,,1,03,VIPS,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561002,RESTAURANTES DE COMIDA RAPIDA,13/09/2026,CORTES,7,CORTES|7,40.41493577604203,-3.6949626122706745
270043924,1.0,CENTRO              ,103.0,CORTES              ,3.0,1072.0,72,440683.59,4474360.53,1,Puerta Calle,1,Abierto,18900.0,CALLE                   ,ALCALA                                            ,11004001,1,NUM,18.0,  ,20,18900.0,CALLE                   ,ALCALA                                            ,11004001.0,1.0,NUM,18.0,  ,,,,,,,1,01,MCDONALD´S,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,ALCALA,18,ALCALA|18,40.41775732084243,-3.699176077180469
270044165,1.0,CENTRO              ,103.0,CORTES              ,3.0,1072.0,72,440819.59,4474249.52,1,Puerta Calle,1,Abierto,805800.0,CALLE                   ,ZORRILLA                                          ,11004088,1,NUM,7.0,  ,10,805800.0,CALLE                   ,ZORRILLA                                          ,11004088.0,1.0,NUM,7.0,  ,,,,,,,1,01,RESTAURANTE LA ANCLA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,ZORRILLA,7,ZORRILLA|7,40.4167669718124,-3.6975627984789923
270048748,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1101.0,101,440427.59,4475238.53,1,Puerta Calle,1,Abierto,687600.0,CALLE                   ,SAN VICENTE FERRER                                ,11006086,1,NUM,8.0,  ,20,687600.0,CALLE                   ,SAN VICENTE FERRER                                ,11006086.0,1.0,NUM,8.0,  ,,,,,,,1,DR,VIVIENDAS TURISTICAS,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,SAN VICENTE FERRER,8,SAN VICENTE FERRER|8,40.42564846798479,-3.702275642183987
270048757,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1101.0,101,440342.59,4475249.53,1,Puerta Calle,1,Abierto,687600.0,CALLE                   ,SAN VICENTE FERRER                                ,11006093,1,NUM,22.0,  ,10,687600.0,CALLE                   ,SAN VICENTE FERRER                                ,11006093.0,1.0,NUM,22.0,  ,,,,,,,1,DR,OKASHI SANDA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN VICENTE FERRER,22,SAN VICENTE FERRER|22,40.425741470288926,-3.703278634238538
270048908,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1102.0,102,440214.6,4475267.53,1,Puerta Calle,1,Abierto,687600.0,CALLE                   ,SAN VICENTE FERRER                                ,11006203,1,NUM,44.0,  ,20,687600.0,CALLE                   ,SAN VICENTE FERRER                                ,11006203.0,1.0,NUM,44.0,  ,,,,,,,1,DR,CASA MACARENO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN VICENTE FERRER,44,SAN VICENTE FERRER|44,40.42589443485307,-3.704789044339657
270048948,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1103.0,103,440086.6,4475557.53,1,Puerta Calle,1,Abierto,661700.0,CALLE                   ,SAN BERNARDO                                      ,11006217,1,NUM,85.0,  ,30,661700.0,CALLE                   ,SAN BERNARDO                                      ,11006217.0,1.0,NUM,85.0,  ,,,,,,,1,01,MENOMALE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN BERNARDO,85,SAN BERNARDO|85,40.428497677232556,-3.706325212207732
270049034,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1104.0,104,440054.6,4475388.53,1,Puerta Calle,1,Abierto,661700.0,CALLE                   ,SAN BERNARDO                                      ,11006301,1,NUM,69.0,  ,20,661700.0,CALLE                   ,SAN BERNARDO                                      ,11006301.0,1.0,NUM,69.0,  ,,,,,,,1,DR,CAFETERIA RESTAURANTE MAGUMAR,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN BERNARDO,69,SAN BERNARDO|69,40.42697294416381,-3.706686500811767
270044334,1.0,CENTRO              ,103.0,CORTES              ,3.0,1072.0,72,440781.59,4474443.52,1,Puerta Calle,1,Abierto,18900.0,CALLE                   ,ALCALA                                            ,11004160,1,NUM,35.0,  ,20,18900.0,CALLE                   ,ALCALA                                            ,11004160.0,1.0,NUM,35.0,  ,,,,,,,1, ,LA CERAMICA INGLESA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,ALCALA,35,ALCALA|35,40.418511913995005,-3.6980287368949636
270044382,1.0,CENTRO              ,103.0,CORTES              ,3.0,1072.0,72,440654.59,4474466.53,1,Puerta Calle,1,Abierto,794800.0,CALLE                   ,VIRGEN DE LOS PELIGROS                            ,11004169,1,NUM,8.0,  ,10,794800.0,CALLE                   ,VIRGEN DE LOS PELIGROS                            ,11004169.0,1.0,NUM,8.0,  ,,,,,,,1,DR,HOJALDRERIA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,VIRGEN DE LOS PELIGROS,8,VIRGEN DE LOS PELIGROS|8,40.41871015186117,-3.699527772930583
270044693,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1073.0,73,441239.59,4474976.52,1,Puerta Calle,1,Abierto,91900.0,CALLE                   ,BARBARA DE BRAGANZA                               ,11004262,1,NUM,10.0,  ,30,91900.0,CALLE                   ,BARBARA DE BRAGANZA                               ,11004262.0,1.0,NUM,10.0,  ,,,,,,,1,DR,EL GATO PERSA LA GALETTE II CASA ESCONDIDA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,BARBARA DE BRAGANZA,10,BARBARA DE BRAGANZA|10,40.42334590286022,-3.692679749250662
270044702,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1073.0,73,441254.59,4474972.52,1,Puerta Calle,1,Abierto,91900.0,CALLE                   ,BARBARA DE BRAGANZA                               ,11004263,1,NUM,12.0,  ,20,91900.0,CALLE                   ,BARBARA DE BRAGANZA                               ,11004263.0,1.0,NUM,12.0,  ,,,,,,,1,D1,RESTAURANTE AINHOA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,BARBARA DE BRAGANZA,12,BARBARA DE BRAGANZA|12,40.42331092813969,-3.6925025688903554
270044927,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1074.0,74,440823.59,4474573.52,1,Puerta Calle,1,Abierto,635000.0,CALLE                   ,REINA                                             ,11004349,1,NUM,39.0,  ,20,635000.0,CALLE                   ,REINA                                             ,11004349.0,1.0,NUM,39.0,  ,,,,,,,1,DR,LA PAELLA DE LA REINA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,REINA,39,REINA|39,40.41968600403994,-3.6975457981440627
270045244,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1075.0,75,440567.59,4474884.53,1,Puerta Calle,1,Abierto,584300.0,CALLE                   ,PEREZ GALDOS                                      ,11004481,1,NUM,2.0,  ,20,584300.0,CALLE                   ,PEREZ GALDOS                                      ,11004481.0,1.0,NUM,2.0,  ,,,,,,,1,B,LA PROBETA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,PEREZ GALDOS,2,PEREZ GALDOS|2,40.42246948396416,-3.700592266696262
270049476,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1108.0,108,439644.6,4475287.54,1,Puerta Calle,1,Abierto,205200.0,CALLE                   ,CONDE DUQUE                                       ,11006533,1,NUM,3.0,  ,10,205200.0,CALLE                   ,CONDE DUQUE                                       ,11006533.0,1.0,NUM,3.0,  ,,,,,,,1,01,LA POMARADA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,CONDE DUQUE,3,CONDE DUQUE|3,40.42603353763908,-3.7115099841943144
270049509,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1108.0,108,439568.6,4475291.54,1,Puerta Calle,1,Abierto,253300.0,CALLE                   ,DUQUE DE LIRIA                                    ,11006557,1,NUM,9.0,  ,10,253300.0,CALLE                   ,DUQUE DE LIRIA                                    ,11006557.0,1.0,NUM,9.0,  ,,,,,,,1,IZ,MARIA BONITA TACO BAR,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,DUQUE DE LIRIA,9,DUQUE DE LIRIA|9,40.42606405437888,-3.712406237776033
270049510,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1108.0,108,439547.6,4475299.54,1,Puerta Calle,1,Abierto,253300.0,CALLE                   ,DUQUE DE LIRIA                                    ,11006557,1,NUM,9.0,  ,30,253300.0,CALLE                   ,DUQUE DE LIRIA                                    ,11006557.0,1.0,NUM,9.0,  ,,,,,,,0,03,CUEVAS DEL DUQUE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,DUQUE DE LIRIA,9,DUQUE DE LIRIA|9,40.42613459622709,-3.712654542484903
270045488,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1077.0,77,440933.59,4474829.52,1,Puerta Calle,1,Abierto,81800.0,CALLE                   ,AUGUSTO FIGUEROA                                  ,11004617,1,NUM,47.0,  ,10,81800.0,CALLE                   ,AUGUSTO FIGUEROA                                  ,11004617.0,1.0,NUM,47.0,  ,,,,,,,1,01,LA BARDEMCILLA                                    ,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,AUGUSTO FIGUEROA,47,AUGUSTO FIGUEROA|47,40.421999989956355,-3.696273033628334
270045536,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1077.0,77,440789.59,4474770.53,1,Puerta Calle,1,Abierto,92600.0,CALLE                   ,BARBIERI                                          ,11004654,1,NUM,16.0,  ,20,92600.0,CALLE                   ,BARBIERI                                          ,11004654.0,1.0,NUM,16.0,  ,,,,,,,1,DR,RESTAURANTE EL BIERZO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,BARBIERI,16,BARBIERI|16,40.421458345404524,-3.6979648894322095
270049692,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1110.0,110,439790.6,4475181.54,1,Puerta Calle,1,Abierto,601700.0,CALLE                   ,PONCIANO                                          ,11006699,1,NUM,4.0,  ,20,601700.0,CALLE                   ,PONCIANO                                          ,11006699.0,1.0,NUM,4.0,  ,,,,,,,1,01,MESON RESTAURANTE ARIÑOS DO MIÑO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,PONCIANO,4,PONCIANO|4,40.425089221409074,-3.7097789256261913
270049728,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1110.0,110,440021.6,4475304.53,1,Puerta Calle,1,Abierto,661700.0,CALLE                   ,SAN BERNARDO                                      ,11006720,1,NUM,59.0,  ,20,661700.0,CALLE                   ,SAN BERNARDO                                      ,11006720.0,1.0,NUM,59.0,  ,,,,,,,1,B,ANTONIA PIZZA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN BERNARDO,59,SAN BERNARDO|59,40.42621385590802,-3.707067579823262
