Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807909 Madrid distrito 09;2807909082 Madrid sección 09082;Renta neta media por persona;2023;18.808
28079 Madrid;2807909 Madrid distrito 09;2807909083 Madrid sección 09083;Renta neta media por persona;2023;30.524
28079 Madrid;2807909 Madrid distrito 09;2807909084 Madrid sección 09084;Renta neta media por persona;2023;23.799
28079 Madrid;2807909 Madrid distrito 09;2807909085 Madrid sección 09085;Renta neta media por persona;2023;30.530
28079 Madrid;2807909 Madrid distrito 09;2807909086 Madrid sección 09086;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909087 Madrid sección 09087;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909088 Madrid sección 09088;Renta neta media por persona;2023;26.532
28079 Madrid;2807909 Madrid distrito 09;2807909089 Madrid sección 09089;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909090 Madrid sección 09090;Renta neta media por persona;2023;22.174
28079 Madrid;2807909 Madrid distrito 09;2807909091 Madrid sección 09091;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909092 Madrid sección 09092;Renta neta media por persona;2023;29.241
28079 Madrid;2807909 Madrid distrito 09;2807909093 Madrid sección 09093;Renta neta media por persona;2023;34.825
28079 Madrid;2807909 Madrid distrito 09;2807909094 Madrid sección 09094;Renta neta media por persona;2023;28.498
28079 Madrid;2807909 Madrid distrito 09;2807909095 Madrid sección 09095;Renta neta media por persona;2023;29.366
28079 Madrid;2807909 Madrid distrito 09;2807909096 Madrid sección 09096;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909097 Madrid sección 09097;Renta neta media por persona;2023;36.918
28079 Madrid;2807910 Madrid distrito 10;2807910001 Madrid sección 10001;Renta neta media por persona;2023;12.622
28079 Madrid;2807910 Madrid distrito 10;2807910002 Madrid sección 10002;Renta neta media por persona;2023;8.628
28079 Madrid;2807910 Madrid distrito 10;2807910003 Madrid sección 10003;Renta neta media por persona;2023;7.963
28079 Madrid;2807910 Madrid distrito 10;2807910004 Madrid sección 10004;Renta neta media por persona;2023;10.861
28079 Madrid;2807910 Madrid distrito 10;2807910005 Madrid sección 10005;Renta neta media por persona;2023;11.411
28079 Madrid;2807910 Madrid distrito 10;2807910006 Madrid sección 10006;Renta neta media por persona;2023;16.281
28079 Madrid;2807910 Madrid distrito 10;2807910007 Madrid sección 10007;Renta neta media por persona;2023;11.735
28079 Madrid;2807910 Madrid distrito 10;2807910008 Madrid sección 10008;Renta neta media por persona;2023;12.229
28079 Madrid;2807910 Madrid distrito 10;2807910009 Madrid sección 10009;Renta neta media por persona;2023;12.287
28079 Madrid;2807910 Madrid distrito 10;2807910010 Madrid sección 10010;Renta neta media por persona;2023;12.388
28079 Madrid;2807910 Madrid distrito 10;2807910011 Madrid sección 10011;Renta neta media por persona;2023;19.695
28079 Madrid;2807910 Madrid distrito 10;2807910012 Madrid sección 10012;Renta neta media por persona;2023;19.118
28079 Madrid;2807910 Madrid distrito 10;2807910013 Madrid sección 10013;Renta neta media por persona;2023;21.541
28079 Madrid;2807910 Madrid distrito 10;2807910014 Madrid sección 10014;Renta neta media por persona;2023;24.225
28079 Madrid;2807910 Madrid distrito 10;2807910015 Madrid sección 10015;Renta neta media por persona;2023;14.170
28079 Madrid;2807910 Madrid distrito 10;2807910016 Madrid sección 10016;Renta neta media por persona;2023;19.985
28079 Madrid;2807910 Madrid distrito 10;2807910017 Madrid sección 10017;Renta neta media por persona;2023;27.147
28079 Madrid;2807910 Madrid distrito 10;2807910018 Madrid sección 10018;Renta neta media por persona;2023;15.950
28079 Madrid;2807910 Madrid distrito 10;2807910020 Madrid sección 10020;Renta neta media por persona;2023;14.161
28079 Madrid;2807910 Madrid distrito 10;2807910021 Madrid sección 10021;Renta neta media por persona;2023;15.841
28079 Madrid;2807910 Madrid distrito 10;2807910022 Madrid sección 10022;Renta neta media por persona;2023;15.150
28079 Madrid;2807910 Madrid distrito 10;2807910023 Madrid sección 10023;Renta neta media por persona;2023;15.401
28079 Madrid;2807910 Madrid distrito 10;2807910024 Madrid sección 10024;Renta neta media por persona;2023;14.533
28079 Madrid;2807910 Madrid distrito 10;2807910025 Madrid sección 10025;Renta neta media por persona;2023;14.871
28079 Madrid;2807910 Madrid distrito 10;2807910026 Madrid sección 10026;Renta neta media por persona;2023;17.531
28079 Madrid;2807910 Madrid distrito 10;2807910027 Madrid sección 10027;Renta neta media por persona;2023;16.430
28079 Madrid;2807910 Madrid distrito 10;2807910028 Madrid sección 10028;Renta neta media por persona;2023;13.783
28079 Madrid;2807910 Madrid distrito 10;2807910029 Madrid sección 10029;Renta neta media por persona;2023;14.584
28079 Madrid;2807910 Madrid distrito 10;2807910030 Madrid sección 10030;Renta neta media por persona;2023;13.366
28079 Madrid;2807910 Madrid distrito 10;2807910031 Madrid sección 10031;Renta neta media por persona;2023;13.051
28079 Madrid;2807910 Madrid distrito 10;2807910032 Madrid sección 10032;Renta neta media por persona;2023;13.577
28079 Madrid;2807910 Madrid distrito 10;2807910033 Madrid sección 10033;Renta neta media por persona;2023;14.759
28079 Madrid;2807910 Madrid distrito 10;2807910034 Madrid sección 10034;Renta neta media por persona;2023;""
28079 Madrid;2807910 Madrid distrito 10;2807910035 Madrid sección 10035;Renta neta media por persona;2023;14.094
28079 Madrid;2807910 Madrid distrito 10;2807910036 Madrid sección 10036;Renta neta media por persona;2023;17.187
28079 Madrid;2807910 Madrid distrito 10;2807910037 Madrid sección 10037;Renta neta media por persona;2023;13.770
28079 Madrid;2807910 Madrid distrito 10;2807910038 Madrid sección 10038;Renta neta media por persona;2023;15.026
28079 Madrid;2807910 Madrid distrito 10;2807910039 Madrid sección 10039;Renta neta media por persona;2023;12.540
28079 Madrid;2807910 Madrid distrito 10;2807910040 Madrid sección 10040;Renta neta media por persona;2023;11.046
28079 Madrid;2807910 Madrid distrito 10;2807910041 Madrid sección 10041;Renta neta media por persona;2023;12.422
28079 Madrid;2807910 Madrid distrito 10;2807910042 Madrid sección 10042;Renta neta media por persona;2023;14.256
28079 Madrid;2807910 Madrid distrito 10;2807910043 Madrid sección 10043;Renta neta media por persona;2023;14.482
28079 Madrid;2807910 Madrid distrito 10;2807910044 Madrid sección 10044;Renta neta media por persona;2023;18.578
28079 Madrid;2807910 Madrid distrito 10;2807910046 Madrid sección 10046;Renta neta media por persona;2023;12.492
28079 Madrid;2807910 Madrid distrito 10;2807910047 Madrid sección 10047;Renta neta media por persona;2023;10.144
28079 Madrid;2807910 Madrid distrito 10;2807910048 Madrid sección 10048;Renta neta media por persona;2023;10.636
28079 Madrid;2807910 Madrid distrito 10;2807910049 Madrid sección 10049;Renta neta media por persona;2023;10.814
28079 Madrid;2807910 Madrid distrito 10;2807910050 Madrid sección 10050;Renta neta media por persona;2023;11.648
28079 Madrid;2807910 Madrid distrito 10;2807910051 Madrid sección 10051;Renta neta media por persona;2023;12.393
28079 Madrid;2807910 Madrid distrito 10;2807910052 Madrid sección 10052;Renta neta media por persona;2023;11.949
28079 Madrid;2807910 Madrid distrito 10;2807910053 Madrid sección 10053;Renta neta media por persona;2023;13.250
28079 Madrid;2807910 Madrid distrito 10;2807910054 Madrid sección 10054;Renta neta media por persona;2023;19.463
28079 Madrid;2807910 Madrid distrito 10;2807910055 Madrid sección 10055;Renta neta media por persona;2023;18.094
28079 Madrid;2807910 Madrid distrito 10;2807910056 Madrid sección 10056;Renta neta media por persona;2023;12.108
28079 Madrid;2807910 Madrid distrito 10;2807910057 Madrid sección 10057;Renta neta media por persona;2023;12.289
28079 Madrid;2807910 Madrid distrito 10;2807910058 Madrid sección 10058;Renta neta media por persona;2023;11.699
28079 Madrid;2807910 Madrid distrito 10;2807910059 Madrid sección 10059;Renta neta media por persona;2023;11.454
28079 Madrid;2807910 Madrid distrito 10;2807910060 Madrid sección 10060;Renta neta media por persona;2023;17.345
28079 Madrid;2807910 Madrid distrito 10;2807910061 Madrid sección 10061;Renta neta media por persona;2023;10.495
28079 Madrid;2807910 Madrid distrito 10;2807910062 Madrid sección 10062;Renta neta media por persona;2023;9.516
28079 Madrid;2807910 Madrid distrito 10;2807910063 Madrid sección 10063;Renta neta media por persona;2023;10.457
28079 Madrid;2807910 Madrid distrito 10;2807910065 Madrid sección 10065;Renta neta media por persona;2023;11.682
28079 Madrid;2807910 Madrid distrito 10;2807910067 Madrid sección 10067;Renta neta media por persona;2023;16.055
28079 Madrid;2807910 Madrid distrito 10;2807910068 Madrid sección 10068;Renta neta media por persona;2023;15.699
28079 Madrid;2807910 Madrid distrito 10;2807910069 Madrid sección 10069;Renta neta media por persona;2023;12.773
28079 Madrid;2807910 Madrid distrito 10;2807910070 Madrid sección 10070;Renta neta media por persona;2023;14.222
28079 Madrid;2807910 Madrid distrito 10;2807910072 Madrid sección 10072;Renta neta media por persona;2023;18.093
28079 Madrid;2807910 Madrid distrito 10;2807910073 Madrid sección 10073;Renta neta media por persona;2023;12.643
28079 Madrid;2807910 Madrid distrito 10;2807910074 Madrid sección 10074;Renta neta media por persona;2023;18.523
28079 Madrid;2807910 Madrid distrito 10;2807910075 Madrid sección 10075;Renta neta media por persona;2023;14.574
28079 Madrid;2807910 Madrid distrito 10;2807910076 Madrid sección 10076;Renta neta media por persona;2023;16.600
28079 Madrid;2807910 Madrid distrito 10;2807910077 Madrid sección 10077;Renta neta media por persona;2023;13.260
28079 Madrid;2807910 Madrid distrito 10;2807910078 Madrid sección 10078;Renta neta media por persona;2023;15.377
28079 Madrid;2807910 Madrid distrito 10;2807910081 Madrid sección 10081;Renta neta media por persona;2023;19.666
28079 Madrid;2807910 Madrid distrito 10;2807910082 Madrid sección 10082;Renta neta media por persona;2023;11.546
28079 Madrid;2807910 Madrid distrito 10;2807910083 Madrid sección 10083;Renta neta media por persona;2023;11.347
28079 Madrid;2807910 Madrid distrito 10;2807910084 Madrid sección 10084;Renta neta media por persona;2023;10.606
28079 Madrid;2807910 Madrid distrito 10;2807910086 Madrid sección 10086;Renta neta media por persona;2023;10.728
28079 Madrid;2807910 Madrid distrito 10;2807910087 Madrid sección 10087;Renta neta media por persona;2023;23.921
28079 Madrid;2807910 Madrid distrito 10;2807910088 Madrid sección 10088;Renta neta media por persona;2023;14.503
28079 Madrid;2807910 Madrid distrito 10;2807910089 Madrid sección 10089;Renta neta media por persona;2023;14.295
28079 Madrid;2807910 Madrid distrito 10;2807910090 Madrid sección 10090;Renta neta media por persona;2023;18.273
28079 Madrid;2807910 Madrid distrito 10;2807910091 Madrid sección 10091;Renta neta media por persona;2023;20.543
28079 Madrid;2807910 Madrid distrito 10;2807910092 Madrid sección 10092;Renta neta media por persona;2023;14.357
28079 Madrid;2807910 Madrid distrito 10;2807910093 Madrid sección 10093;Renta neta media por persona;2023;13.633
28079 Madrid;2807910 Madrid distrito 10;2807910094 Madrid sección 10094;Renta neta media por persona;2023;11.500
28079 Madrid;2807910 Madrid distrito 10;2807910095 Madrid sección 10095;Renta neta media por persona;2023;12.816
28079 Madrid;2807910 Madrid distrito 10;2807910096 Madrid sección 10096;Renta neta media por persona;2023;11.521
28079 Madrid;2807910 Madrid distrito 10;2807910098 Madrid sección 10098;Renta neta media por persona;2023;13.467
28079 Madrid;2807910 Madrid distrito 10;2807910099 Madrid sección 10099;Renta neta media por persona;2023;15.456
28079 Madrid;2807910 Madrid distrito 10;2807910100 Madrid sección 10100;Renta neta media por persona;2023;14.964
28079 Madrid;2807910 Madrid distrito 10;2807910101 Madrid sección 10101;Renta neta media por persona;2023;15.742
28079 Madrid;2807910 Madrid distrito 10;2807910102 Madrid sección 10102;Renta neta media por persona;2023;16.216
28079 Madrid;2807910 Madrid distrito 10;2807910103 Madrid sección 10103;Renta neta media por persona;2023;12.464
28079 Madrid;2807910 Madrid distrito 10;2807910104 Madrid sección 10104;Renta neta media por persona;2023;""
28079 Madrid;2807910 Madrid distrito 10;2807910106 Madrid sección 10106;Renta neta media por persona;2023;20.016
28079 Madrid;2807910 Madrid distrito 10;2807910107 Madrid sección 10107;Renta neta media por persona;2023;19.515
28079 Madrid;2807910 Madrid distrito 10;2807910108 Madrid sección 10108;Renta neta media por persona;2023;17.292
28079 Madrid;2807910 Madrid distrito 10;2807910109 Madrid sección 10109;Renta neta media por persona;2023;17.845
28079 Madrid;2807910 Madrid distrito 10;2807910110 Madrid sección 10110;Renta neta media por persona;2023;12.115
28079 Madrid;2807910 Madrid distrito 10;2807910111 Madrid sección 10111;Renta neta media por persona;2023;""
28079 Madrid;2807910 Madrid distrito 10;2807910112 Madrid sección 10112;Renta neta media por persona;2023;11.732
28079 Madrid;2807910 Madrid distrito 10;2807910113 Madrid sección 10113;Renta neta media por persona;2023;11.988
28079 Madrid;2807910 Madrid distrito 10;2807910114 Madrid sección 10114;Renta neta media por persona;2023;11.980
28079 Madrid;2807910 Madrid distrito 10;2807910115 Madrid sección 10115;Renta neta media por persona;2023;12.193
28079 Madrid;2807910 Madrid distrito 10;2807910116 Madrid sección 10116;Renta neta media por persona;2023;17.172
28079 Madrid;2807910 Madrid distrito 10;2807910117 Madrid sección 10117;Renta neta media por persona;2023;19.940
28079 Madrid;2807910 Madrid distrito 10;2807910118 Madrid sección 10118;Renta neta media por persona;2023;17.445
28079 Madrid;2807910 Madrid distrito 10;2807910119 Madrid sección 10119;Renta neta media por persona;2023;20.930
28079 Madrid;2807910 Madrid distrito 10;2807910120 Madrid sección 10120;Renta neta media por persona;2023;14.773
28079 Madrid;2807910 Madrid distrito 10;2807910121 Madrid sección 10121;Renta neta media por persona;2023;13.350
28079 Madrid;2807910 Madrid distrito 10;2807910122 Madrid sección 10122;Renta neta media por persona;2023;16.225
28079 Madrid;2807910 Madrid distrito 10;2807910123 Madrid sección 10123;Renta neta media por persona;2023;17.030
28079 Madrid;2807910 Madrid distrito 10;2807910124 Madrid sección 10124;Renta neta media por persona;2023;12.292
28079 Madrid;2807910 Madrid distrito 10;2807910125 Madrid sección 10125;Renta neta media por persona;2023;14.051
28079 Madrid;2807910 Madrid distrito 10;2807910126 Madrid sección 10126;Renta neta media por persona;2023;13.039
28079 Madrid;2807910 Madrid distrito 10;2807910127 Madrid sección 10127;Renta neta media por persona;2023;13.087
28079 Madrid;2807910 Madrid distrito 10;2807910128 Madrid sección 10128;Renta neta media por persona;2023;16.224
