Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28015 Arroyomolinos;2801501 Arroyomolinos distrito 01;2801501012 Arroyomolinos sección 01012;Renta neta media por persona;2023;17.473
28015 Arroyomolinos;2801501 Arroyomolinos distrito 01;2801501013 Arroyomolinos sección 01013;Renta neta media por persona;2023;10.508
28015 Arroyomolinos;2801501 Arroyomolinos distrito 01;2801501014 Arroyomolinos sección 01014;Renta neta media por persona;2023;17.587
28015 Arroyomolinos;2801501 Arroyomolinos distrito 01;2801501015 Arroyomolinos sección 01015;Renta neta media por persona;2023;17.525
28015 Arroyomolinos;2801501 Arroyomolinos distrito 01;2801501016 Arroyomolinos sección 01016;Renta neta media por persona;2023;15.494
28015 Arroyomolinos;2801501 Arroyomolinos distrito 01;2801501017 Arroyomolinos sección 01017;Renta neta media por persona;2023;17.840
28016 Atazar, El;2801601 Atazar, El distrito 01;2801601001 Atazar, El sección 01001;Renta neta media por persona;2023;13.811
28017 Batres;2801701 Batres distrito 01;2801701001 Batres sección 01001;Renta neta media por persona;2023;16.503
28018 Becerril de la Sierra;2801801 Becerril de la Sierra distrito 01;2801801001 Becerril de la Sierra sección 01001;Renta neta media por persona;2023;16.283
28018 Becerril de la Sierra;2801801 Becerril de la Sierra distrito 01;2801801002 Becerril de la Sierra sección 01002;Renta neta media por persona;2023;18.261
28018 Becerril de la Sierra;2801801 Becerril de la Sierra distrito 01;2801801003 Becerril de la Sierra sección 01003;Renta neta media por persona;2023;19.134
28019 Belmonte de Tajo;2801901 Belmonte de Tajo distrito 01;2801901001 Belmonte de Tajo sección 01001;Renta neta media por persona;2023;13.173
28020 Berzosa del Lozoya;2802001 Berzosa del Lozoya distrito 01;2802001001 Berzosa del Lozoya sección 01001;Renta neta media por persona;2023;19.798
28021 Berrueco, El;2802101 Berrueco, El distrito 01;2802101001 Berrueco, El sección 01001;Renta neta media por persona;2023;15.781
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201001 Boadilla del Monte sección 01001;Renta neta media por persona;2023;12.778
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201002 Boadilla del Monte sección 01002;Renta neta media por persona;2023;36.918
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201003 Boadilla del Monte sección 01003;Renta neta media por persona;2023;36.918
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201004 Boadilla del Monte sección 01004;Renta neta media por persona;2023;34.688
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201005 Boadilla del Monte sección 01005;Renta neta media por persona;2023;30.303
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201006 Boadilla del Monte sección 01006;Renta neta media por persona;2023;18.386
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201007 Boadilla del Monte sección 01007;Renta neta media por persona;2023;34.954
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201008 Boadilla del Monte sección 01008;Renta neta media por persona;2023;14.874
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201009 Boadilla del Monte sección 01009;Renta neta media por persona;2023;32.833
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201010 Boadilla del Monte sección 01010;Renta neta media por persona;2023;29.848
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201011 Boadilla del Monte sección 01011;Renta neta media por persona;2023;19.316
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201012 Boadilla del Monte sección 01012;Renta neta media por persona;2023;22.264
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201013 Boadilla del Monte sección 01013;Renta neta media por persona;2023;23.586
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201014 Boadilla del Monte sección 01014;Renta neta media por persona;2023;23.401
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201015 Boadilla del Monte sección 01015;Renta neta media por persona;2023;22.629
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201016 Boadilla del Monte sección 01016;Renta neta media por persona;2023;23.494
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201017 Boadilla del Monte sección 01017;Renta neta media por persona;2023;24.109
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201018 Boadilla del Monte sección 01018;Renta neta media por persona;2023;22.949
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201019 Boadilla del Monte sección 01019;Renta neta media por persona;2023;25.382
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201020 Boadilla del Monte sección 01020;Renta neta media por persona;2023;28.135
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201021 Boadilla del Monte sección 01021;Renta neta media por persona;2023;25.179
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201022 Boadilla del Monte sección 01022;Renta neta media por persona;2023;31.410
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201023 Boadilla del Monte sección 01023;Renta neta media por persona;2023;22.720
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201024 Boadilla del Monte sección 01024;Renta neta media por persona;2023;20.587
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201025 Boadilla del Monte sección 01025;Renta neta media por persona;2023;28.195
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201026 Boadilla del Monte sección 01026;Renta neta media por persona;2023;23.378
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201027 Boadilla del Monte sección 01027;Renta neta media por persona;2023;24.686
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201028 Boadilla del Monte sección 01028;Renta neta media por persona;2023;31.976
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201029 Boadilla del Monte sección 01029;Renta neta media por persona;2023;29.581
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201030 Boadilla del Monte sección 01030;Renta neta media por persona;2023;27.176
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201031 Boadilla del Monte sección 01031;Renta neta media por persona;2023;23.898
28022 Boadilla del Monte;2802201 Boadilla del Monte distrito 01;2802201032 Boadilla del Monte sección 01032;Renta neta media por persona;2023;29.191
28023 Boalo, El;2802301 Boalo, El distrito 01;2802301001 Boalo, El sección 01001;Renta neta media por persona;2023;18.562
28023 Boalo, El;2802301 Boalo, El distrito 01;2802301002 Boalo, El sección 01002;Renta neta media por persona;2023;18.596
28023 Boalo, El;2802301 Boalo, El distrito 01;2802301003 Boalo, El sección 01003;Renta neta media por persona;2023;18.405
28023 Boalo, El;2802301 Boalo, El distrito 01;2802301004 Boalo, El sección 01004;Renta neta media por persona;2023;15.112
28024 Braojos;2802401 Braojos distrito 01;2802401001 Braojos sección 01001;Renta neta media por persona;2023;17.607
28025 Brea de Tajo;2802501 Brea de Tajo distrito 01;2802501001 Brea de Tajo sección 01001;Renta neta media por persona;2023;12.793
28026 Brunete;2802601 Brunete distrito 01;2802601001 Brunete sección 01001;Renta neta media por persona;2023;12.961
28026 Brunete;2802601 Brunete distrito 01;2802601002 Brunete sección 01002;Renta neta media por persona;2023;14.248
28026 Brunete;2802601 Brunete distrito 01;2802601003 Brunete sección 01003;Renta neta media por persona;2023;18.692
28026 Brunete;2802601 Brunete distrito 01;2802601004 Brunete sección 01004;Renta neta media por persona;2023;17.207
28026 Brunete;2802601 Brunete distrito 01;2802601005 Brunete sección 01005;Renta neta media por persona;2023;14.861
28027 Buitrago del Lozoya;2802701 Buitrago del Lozoya distrito 01;2802701001 Buitrago del Lozoya sección 01001;Renta neta media por persona;2023;14.627
28028 Bustarviejo;2802801 Bustarviejo distrito 01;2802801001 Bustarviejo sección 01001;Renta neta media por persona;2023;16.087
28029 Cabanillas de la Sierra;2802901 Cabanillas de la Sierra distrito 01;2802901001 Cabanillas de la Sierra sección 01001;Renta neta media por persona;2023;17.287
28030 Cabrera, La;2803001 Cabrera, La distrito 01;2803001001 Cabrera, La sección 01001;Renta neta media por persona;2023;15.209
28031 Cadalso de los Vidrios;2803101 Cadalso de los Vidrios distrito 01;2803101001 Cadalso de los Vidrios sección 01001;Renta neta media por persona;2023;12.023
28031 Cadalso de los Vidrios;2803101 Cadalso de los Vidrios distrito 01;2803101002 Cadalso de los Vidrios sección 01002;Renta neta media por persona;2023;12.430
28032 Camarma de Esteruelas;2803201 Camarma de Esteruelas distrito 01;2803201001 Camarma de Esteruelas sección 01001;Renta neta media por persona;2023;14.621
28032 Camarma de Esteruelas;2803201 Camarma de Esteruelas distrito 01;2803201002 Camarma de Esteruelas sección 01002;Renta neta media por persona;2023;14.409
28032 Camarma de Esteruelas;2803201 Camarma de Esteruelas distrito 01;2803201003 Camarma de Esteruelas sección 01003;Renta neta media por persona;2023;17.547
28033 Campo Real;2803301 Campo Real distrito 01;2803301001 Campo Real sección 01001;Renta neta media por persona;2023;13.729
28033 Campo Real;2803301 Campo Real distrito 01;2803301002 Campo Real sección 01002;Renta neta media por persona;2023;14.533
28033 Campo Real;2803301 Campo Real distrito 01;2803301003 Campo Real sección 01003;Renta neta media por persona;2023;13.779
28034 Canencia;2803401 Canencia distrito 01;2803401001 Canencia sección 01001;Renta neta media por persona;2023;15.186
28035 Carabaña;2803501 Carabaña distrito 01;2803501001 Carabaña sección 01001;Renta neta media por persona;2023;12.333
28036 Casarrubuelos;2803601 Casarrubuelos distrito 01;2803601001 Casarrubuelos sección 01001;Renta neta media por persona;2023;13.216
28036 Casarrubuelos;2803601 Casarrubuelos distrito 01;2803601002 Casarrubuelos sección 01002;Renta neta media por persona;2023;14.334
28037 Cenicientos;2803701 Cenicientos distrito 01;2803701001 Cenicientos sección 01001;Renta neta media por persona;2023;11.446
28037 Cenicientos;2803701 Cenicientos distrito 01;2803701002 Cenicientos sección 01002;Renta neta media por persona;2023;11.591
28038 Cercedilla;2803801 Cercedilla distrito 01;2803801001 Cercedilla sección 01001;Renta neta media por persona;2023;14.608
28038 Cercedilla;2803801 Cercedilla distrito 01;2803801002 Cercedilla sección 01002;Renta neta media por persona;2023;16.044
28038 Cercedilla;2803801 Cercedilla distrito 01;2803801003 Cercedilla sección 01003;Renta neta media por persona;2023;16.917
28039 Cervera de Buitrago;2803901 Cervera de Buitrago distrito 01;2803901001 Cervera de Buitrago sección 01001;Renta neta media por persona;2023;18.596
28040 Ciempozuelos;2804001 Ciempozuelos distrito 01;2804001001 Ciempozuelos sección 01001;Renta neta media por persona;2023;14.213
28040 Ciempozuelos;2804001 Ciempozuelos distrito 01;2804001002 Ciempozuelos sección 01002;Renta neta media por persona;2023;12.618
28040 Ciempozuelos;2804001 Ciempozuelos distrito 01;2804001003 Ciempozuelos sección 01003;Renta neta media por persona;2023;13.646
28040 Ciempozuelos;2804002 Ciempozuelos distrito 02;2804002001 Ciempozuelos sección 02001;Renta neta media por persona;2023;11.549
28040 Ciempozuelos;2804002 Ciempozuelos distrito 02;2804002002 Ciempozuelos sección 02002;Renta neta media por persona;2023;11.545
28040 Ciempozuelos;2804002 Ciempozuelos distrito 02;2804002003 Ciempozuelos sección 02003;Renta neta media por persona;2023;12.332
28040 Ciempozuelos;2804002 Ciempozuelos distrito 02;2804002004 Ciempozuelos sección 02004;Renta neta media por persona;2023;14.216
28040 Ciempozuelos;2804002 Ciempozuelos distrito 02;2804002005 Ciempozuelos sección 02005;Renta neta media por persona;2023;13.866
28040 Ciempozuelos;2804002 Ciempozuelos distrito 02;2804002006 Ciempozuelos sección 02006;Renta neta media por persona;2023;13.902
28040 Ciempozuelos;2804003 Ciempozuelos distrito 03;2804003001 Ciempozuelos sección 03001;Renta neta media por persona;2023;12.329
28040 Ciempozuelos;2804003 Ciempozuelos distrito 03;2804003002 Ciempozuelos sección 03002;Renta neta media por persona;2023;12.794
28041 Cobeña;2804101 Cobeña distrito 01;2804101001 Cobeña sección 01001;Renta neta media por persona;2023;19.644
28041 Cobeña;2804101 Cobeña distrito 01;2804101002 Cobeña sección 01002;Renta neta media por persona;2023;21.123
28041 Cobeña;2804101 Cobeña distrito 01;2804101003 Cobeña sección 01003;Renta neta media por persona;2023;18.452
28042 Colmenar del Arroyo;2804201 Colmenar del Arroyo distrito 01;2804201001 Colmenar del Arroyo sección 01001;Renta neta media por persona;2023;15.331
28043 Colmenar de Oreja;2804301 Colmenar de Oreja distrito 01;2804301001 Colmenar de Oreja sección 01001;Renta neta media por persona;2023;11.615
28043 Colmenar de Oreja;2804301 Colmenar de Oreja distrito 01;2804301002 Colmenar de Oreja sección 01002;Renta neta media por persona;2023;12.310
28043 Colmenar de Oreja;2804302 Colmenar de Oreja distrito 02;2804302001 Colmenar de Oreja sección 02001;Renta neta media por persona;2023;11.419
28043 Colmenar de Oreja;2804302 Colmenar de Oreja distrito 02;2804302002 Colmenar de Oreja sección 02002;Renta neta media por persona;2023;12.551
28043 Colmenar de Oreja;2804302 Colmenar de Oreja distrito 02;2804302003 Colmenar de Oreja sección 02003;Renta neta media por persona;2023;13.045
28044 Colmenarejo;2804401 Colmenarejo distrito 01;2804401001 Colmenarejo sección 01001;Renta neta media por persona;2023;14.828
28044 Colmenarejo;2804401 Colmenarejo distrito 01;2804401002 Colmenarejo sección 01002;Renta neta media por persona;2023;15.943
28044 Colmenarejo;2804401 Colmenarejo distrito 01;2804401003 Colmenarejo sección 01003;Renta neta media por persona;2023;16.028
28044 Colmenarejo;2804401 Colmenarejo distrito 01;2804401004 Colmenarejo sección 01004;Renta neta media por persona;2023;19.351
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501001 Colmenar Viejo sección 01001;Renta neta media por persona;2023;15.662
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501002 Colmenar Viejo sección 01002;Renta neta media por persona;2023;15.409
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501003 Colmenar Viejo sección 01003;Renta neta media por persona;2023;12.335
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501004 Colmenar Viejo sección 01004;Renta neta media por persona;2023;13.242
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501005 Colmenar Viejo sección 01005;Renta neta media por persona;2023;14.822
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501006 Colmenar Viejo sección 01006;Renta neta media por persona;2023;13.954
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501007 Colmenar Viejo sección 01007;Renta neta media por persona;2023;11.933
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501008 Colmenar Viejo sección 01008;Renta neta media por persona;2023;18.365
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501009 Colmenar Viejo sección 01009;Renta neta media por persona;2023;12.547
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501010 Colmenar Viejo sección 01010;Renta neta media por persona;2023;11.976
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501011 Colmenar Viejo sección 01011;Renta neta media por persona;2023;22.237
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501012 Colmenar Viejo sección 01012;Renta neta media por persona;2023;18.777
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501013 Colmenar Viejo sección 01013;Renta neta media por persona;2023;18.336
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501014 Colmenar Viejo sección 01014;Renta neta media por persona;2023;12.648
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501015 Colmenar Viejo sección 01015;Renta neta media por persona;2023;16.324
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501016 Colmenar Viejo sección 01016;Renta neta media por persona;2023;24.579
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501017 Colmenar Viejo sección 01017;Renta neta media por persona;2023;16.498
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501018 Colmenar Viejo sección 01018;Renta neta media por persona;2023;19.381
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501019 Colmenar Viejo sección 01019;Renta neta media por persona;2023;19.945
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501020 Colmenar Viejo sección 01020;Renta neta media por persona;2023;20.058
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501021 Colmenar Viejo sección 01021;Renta neta media por persona;2023;27.051
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501022 Colmenar Viejo sección 01022;Renta neta media por persona;2023;22.885
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501023 Colmenar Viejo sección 01023;Renta neta media por persona;2023;21.798
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501024 Colmenar Viejo sección 01024;Renta neta media por persona;2023;16.960
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501025 Colmenar Viejo sección 01025;Renta neta media por persona;2023;18.507
28045 Colmenar Viejo;2804501 Colmenar Viejo distrito 01;2804501026 Colmenar Viejo sección 01026;Renta neta media por persona;2023;21.045
28046 Collado Mediano;2804601 Collado Mediano distrito 01;2804601001 Collado Mediano sección 01001;Renta neta media por persona;2023;20.784
28046 Collado Mediano;2804601 Collado Mediano distrito 01;2804601002 Collado Mediano sección 01002;Renta neta media por persona;2023;16.605
28046 Collado Mediano;2804601 Collado Mediano distrito 01;2804601003 Collado Mediano sección 01003;Renta neta media por persona;2023;16.912
28046 Collado Mediano;2804601 Collado Mediano distrito 01;2804601004 Collado Mediano sección 01004;Renta neta media por persona;2023;19.957
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701001 Collado Villalba sección 01001;Renta neta media por persona;2023;15.358
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701002 Collado Villalba sección 01002;Renta neta media por persona;2023;9.717
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701003 Collado Villalba sección 01003;Renta neta media por persona;2023;18.266
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701004 Collado Villalba sección 01004;Renta neta media por persona;2023;13.527
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701005 Collado Villalba sección 01005;Renta neta media por persona;2023;13.188
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701006 Collado Villalba sección 01006;Renta neta media por persona;2023;9.654
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701007 Collado Villalba sección 01007;Renta neta media por persona;2023;14.768
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701008 Collado Villalba sección 01008;Renta neta media por persona;2023;15.080
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701009 Collado Villalba sección 01009;Renta neta media por persona;2023;14.725
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701010 Collado Villalba sección 01010;Renta neta media por persona;2023;11.230
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701011 Collado Villalba sección 01011;Renta neta media por persona;2023;13.693
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701012 Collado Villalba sección 01012;Renta neta media por persona;2023;9.696
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701013 Collado Villalba sección 01013;Renta neta media por persona;2023;13.426
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701014 Collado Villalba sección 01014;Renta neta media por persona;2023;13.950
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701015 Collado Villalba sección 01015;Renta neta media por persona;2023;9.839
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701016 Collado Villalba sección 01016;Renta neta media por persona;2023;14.947
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701017 Collado Villalba sección 01017;Renta neta media por persona;2023;16.992
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701018 Collado Villalba sección 01018;Renta neta media por persona;2023;14.822
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701019 Collado Villalba sección 01019;Renta neta media por persona;2023;17.459
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701020 Collado Villalba sección 01020;Renta neta media por persona;2023;19.842
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701021 Collado Villalba sección 01021;Renta neta media por persona;2023;15.969
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701022 Collado Villalba sección 01022;Renta neta media por persona;2023;16.116
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701023 Collado Villalba sección 01023;Renta neta media por persona;2023;13.698
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701024 Collado Villalba sección 01024;Renta neta media por persona;2023;17.625
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701025 Collado Villalba sección 01025;Renta neta media por persona;2023;15.728
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701026 Collado Villalba sección 01026;Renta neta media por persona;2023;15.965
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701027 Collado Villalba sección 01027;Renta neta media por persona;2023;19.538
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701028 Collado Villalba sección 01028;Renta neta media por persona;2023;17.533
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701029 Collado Villalba sección 01029;Renta neta media por persona;2023;10.412
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701030 Collado Villalba sección 01030;Renta neta media por persona;2023;11.752
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701031 Collado Villalba sección 01031;Renta neta media por persona;2023;22.674
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701032 Collado Villalba sección 01032;Renta neta media por persona;2023;12.185
28047 Collado Villalba;2804701 Collado Villalba distrito 01;2804701033 Collado Villalba sección 01033;Renta neta media por persona;2023;13.908
28048 Corpa;2804801 Corpa distrito 01;2804801001 Corpa sección 01001;Renta neta media por persona;2023;13.602
28049 Coslada;2804901 Coslada distrito 01;2804901001 Coslada sección 01001;Renta neta media por persona;2023;""
28049 Coslada;2804901 Coslada distrito 01;2804901002 Coslada sección 01002;Renta neta media por persona;2023;14.725
28049 Coslada;2804901 Coslada distrito 01;2804901003 Coslada sección 01003;Renta neta media por persona;2023;12.412
28049 Coslada;2804901 Coslada distrito 01;2804901004 Coslada sección 01004;Renta neta media por persona;2023;12.929
28049 Coslada;2804901 Coslada distrito 01;2804901005 Coslada sección 01005;Renta neta media por persona;2023;12.932
28049 Coslada;2804901 Coslada distrito 01;2804901006 Coslada sección 01006;Renta neta media por persona;2023;13.690
28049 Coslada;2804901 Coslada distrito 01;2804901007 Coslada sección 01007;Renta neta media por persona;2023;15.135
28049 Coslada;2804901 Coslada distrito 01;2804901008 Coslada sección 01008;Renta neta media por persona;2023;11.304
28049 Coslada;2804901 Coslada distrito 01;2804901009 Coslada sección 01009;Renta neta media por persona;2023;11.657
28049 Coslada;2804901 Coslada distrito 01;2804901010 Coslada sección 01010;Renta neta media por persona;2023;11.581
28049 Coslada;2804901 Coslada distrito 01;2804901011 Coslada sección 01011;Renta neta media por persona;2023;""
28049 Coslada;2804901 Coslada distrito 01;2804901012 Coslada sección 01012;Renta neta media por persona;2023;""
28049 Coslada;2804901 Coslada distrito 01;2804901013 Coslada sección 01013;Renta neta media por persona;2023;12.023
28049 Coslada;2804901 Coslada distrito 01;2804901014 Coslada sección 01014;Renta neta media por persona;2023;12.102
28049 Coslada;2804901 Coslada distrito 01;2804901015 Coslada sección 01015;Renta neta media por persona;2023;12.665
28049 Coslada;2804901 Coslada distrito 01;2804901016 Coslada sección 01016;Renta neta media por persona;2023;13.641
28049 Coslada;2804901 Coslada distrito 01;2804901017 Coslada sección 01017;Renta neta media por persona;2023;17.853
28049 Coslada;2804901 Coslada distrito 01;2804901018 Coslada sección 01018;Renta neta media por persona;2023;25.221
28049 Coslada;2804901 Coslada distrito 01;2804901019 Coslada sección 01019;Renta neta media por persona;2023;18.032
28049 Coslada;2804901 Coslada distrito 01;2804901020 Coslada sección 01020;Renta neta media por persona;2023;15.519
28049 Coslada;2804901 Coslada distrito 01;2804901021 Coslada sección 01021;Renta neta media por persona;2023;18.090
28049 Coslada;2804901 Coslada distrito 01;2804901022 Coslada sección 01022;Renta neta media por persona;2023;23.565
28049 Coslada;2804901 Coslada distrito 01;2804901023 Coslada sección 01023;Renta neta media por persona;2023;15.739
28049 Coslada;2804901 Coslada distrito 01;2804901024 Coslada sección 01024;Renta neta media por persona;2023;18.173
28049 Coslada;2804902 Coslada distrito 02;2804902001 Coslada sección 02001;Renta neta media por persona;2023;16.055
28049 Coslada;2804902 Coslada distrito 02;2804902002 Coslada sección 02002;Renta neta media por persona;2023;14.117
28049 Coslada;2804902 Coslada distrito 02;2804902003 Coslada sección 02003;Renta neta media por persona;2023;13.443
28049 Coslada;2804902 Coslada distrito 02;2804902004 Coslada sección 02004;Renta neta media por persona;2023;14.068
28049 Coslada;2804902 Coslada distrito 02;2804902005 Coslada sección 02005;Renta neta media por persona;2023;17.041
28049 Coslada;2804902 Coslada distrito 02;2804902006 Coslada sección 02006;Renta neta media por persona;2023;17.707
28049 Coslada;2804902 Coslada distrito 02;2804902007 Coslada sección 02007;Renta neta media por persona;2023;""
28049 Coslada;2804902 Coslada distrito 02;2804902008 Coslada sección 02008;Renta neta media por persona;2023;13.237
28049 Coslada;2804902 Coslada distrito 02;2804902009 Coslada sección 02009;Renta neta media por persona;2023;13.249
28049 Coslada;2804902 Coslada distrito 02;2804902010 Coslada sección 02010;Renta neta media por persona;2023;12.246
28049 Coslada;2804902 Coslada distrito 02;2804902011 Coslada sección 02011;Renta neta media por persona;2023;12.573
28049 Coslada;2804902 Coslada distrito 02;2804902012 Coslada sección 02012;Renta neta media por persona;2023;12.115
28049 Coslada;2804902 Coslada distrito 02;2804902013 Coslada sección 02013;Renta neta media por persona;2023;""
28049 Coslada;2804902 Coslada distrito 02;2804902014 Coslada sección 02014;Renta neta media por persona;2023;12.870
28049 Coslada;2804902 Coslada distrito 02;2804902015 Coslada sección 02015;Renta neta media por persona;2023;14.488
28049 Coslada;2804902 Coslada distrito 02;2804902016 Coslada sección 02016;Renta neta media por persona;2023;14.313
28049 Coslada;2804902 Coslada distrito 02;2804902017 Coslada sección 02017;Renta neta media por persona;2023;17.208
28049 Coslada;2804902 Coslada distrito 02;2804902018 Coslada sección 02018;Renta neta media por persona;2023;22.791
28049 Coslada;2804902 Coslada distrito 02;2804902019 Coslada sección 02019;Renta neta media por persona;2023;22.593
28049 Coslada;2804902 Coslada distrito 02;2804902020 Coslada sección 02020;Renta neta media por persona;2023;23.058
28049 Coslada;2804902 Coslada distrito 02;2804902021 Coslada sección 02021;Renta neta media por persona;2023;15.286
28049 Coslada;2804903 Coslada distrito 03;2804903001 Coslada sección 03001;Renta neta media por persona;2023;16.000
28049 Coslada;2804903 Coslada distrito 03;2804903002 Coslada sección 03002;Renta neta media por persona;2023;13.069
28049 Coslada;2804903 Coslada distrito 03;2804903003 Coslada sección 03003;Renta neta media por persona;2023;15.938
28049 Coslada;2804903 Coslada distrito 03;2804903004 Coslada sección 03004;Renta neta media por persona;2023;16.461
28049 Coslada;2804903 Coslada distrito 03;2804903005 Coslada sección 03005;Renta neta media por persona;2023;17.129
28049 Coslada;2804903 Coslada distrito 03;2804903006 Coslada sección 03006;Renta neta media por persona;2023;16.740
28049 Coslada;2804903 Coslada distrito 03;2804903007 Coslada sección 03007;Renta neta media por persona;2023;16.463
28049 Coslada;2804903 Coslada distrito 03;2804903008 Coslada sección 03008;Renta neta media por persona;2023;13.360
28049 Coslada;2804903 Coslada distrito 03;2804903009 Coslada sección 03009;Renta neta media por persona;2023;11.207
28049 Coslada;2804904 Coslada distrito 04;2804904001 Coslada sección 04001;Renta neta media por persona;2023;""
